domain,institution,driving_model,experiment,ensemble,model,model_version,frequency,variable,search_url,status
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,fx,sftlf,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%22fx%22%2C%22variable%22%3A%22sftlf%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,rsds,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22rsds%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,hus700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus700%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,ta700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta700%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,6hr,zg500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg500%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,ta850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta850%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,wa850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa850%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,ua700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua700%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,clivi,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22clivi%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,va200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va200%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,clt,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22clt%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,zmla,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22zmla%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,mrro,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22mrro%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,va1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va1000%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,hfss,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22hfss%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,rlus,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22rlus%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,prw,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22prw%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,6hr,zg700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg700%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,day,cin,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22cin%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,wa700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa700%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,hfls,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22hfls%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,day,mrso,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22mrso%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,hus925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus925%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,day,snc,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22snc%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,rlds,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22rlds%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,ua850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua850%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,clwvi,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22clwvi%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,6hr,zg850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg850%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,va500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va500%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,6hr,zg1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg1000%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,hus500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus500%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,ua1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua1000%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,hus850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus850%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,ta500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta500%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,day,cape,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22cape%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,day,mrsol,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22mrsol%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,6hr,psl,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22psl%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,ua200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua200%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,3hr,va700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va700%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,day,snd,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22snd%22%7D,published
