domain,institution,driving_model,experiment,ensemble,model,model_version,status
EUR-44i,SMHI,NCC-NorESM1-M,historical,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,NCC-NorESM1-M,rcp26,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,NCC-NorESM1-M,rcp45,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,NCC-NorESM1-M,rcp85,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp45,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,RCA4,v1,published
MED-11,CLMcom-GUF,ICHEC-EC-EARTH,historical,r12i1p1,CCLM5-0-9-NEMOMED12-3-6,v1,published
MED-11,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,ALADIN64,v1,published
MNA-22,CLMcom-CMCC,CMCC-CMCC-CM,historical,r1i1p1,CCLM4-21-2,x2yn2-v1,published
MNA-22,CLMcom-CMCC,CMCC-CMCC-CM,rcp45,r1i1p1,CCLM4-21-2,x2yn2-v1,published
MNA-22,CLMcom-CMCC,ECMWF-ERAINT,evaluation,r1i1p1,CCLM4-21-2,x2yn2-v1,published
MNA-22,SMHI,ECMWF-ERAINT,evaluation,r1i1p1,RCA4,v1,published
MNA-22,SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v1,published
MNA-22,SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v1,published
MNA-22,SMHI,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,RCA4,v1,published
MNA-22,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,RCA4,v1,published
MNA-22i,SMHI,ECMWF-ERAINT,evaluation,r1i1p1,RCA4,v1,published
MNA-22i,SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v1,published
MNA-22i,SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v1,published
MNA-22i,SMHI,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,RCA4,v1,published
MNA-22i,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,RCA4,v1,published
MNA-44,BOUN,ECMWF-ERAINT,evaluation,r1i1p1,RegCM4-3,v5,published
MNA-44,BOUN,MOHC-HadGEM2-ES,historical,r1i1p1,RegCM4-3,v5,published
MNA-44,BOUN,MOHC-HadGEM2-ES,rcp45,r1i1p1,RegCM4-3,v5,published
MNA-44,BOUN,MOHC-HadGEM2-ES,rcp85,r1i1p1,RegCM4-3,v5,published
MNA-44,BOUN,MPI-M-MPI-ESM-MR,historical,r1i1p1,RegCM4-3,v5,published
MNA-44,BOUN,MPI-M-MPI-ESM-MR,rcp45,r1i1p1,RegCM4-3,v5,published
MNA-44,BOUN,MPI-M-MPI-ESM-MR,rcp85,r1i1p1,RegCM4-3,v5,published
MNA-44,CYI,NCAR-CCSM4,historical,r6i1p1,WRF351,v1,published
MNA-44,CYI,NCAR-CCSM4,rcp45,r6i1p1,WRF351,v1,published
MNA-44,CYI,NCAR-CCSM4,rcp85,r6i1p1,WRF351,v1,published
MNA-44,SMHI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RCA4,v1,published
MNA-44,SMHI,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,RCA4,v1,published
MNA-44,SMHI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RCA4,v1,published
MNA-44,SMHI,ECMWF-ERAINT,evaluation,r1i1p1,RCA4,v1,published
MNA-44,SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v1,published
MNA-44,SMHI,ICHEC-EC-EARTH,rcp26,r12i1p1,RCA4,v1,published
MNA-44,SMHI,ICHEC-EC-EARTH,rcp45,r12i1p1,RCA4,v1,published
MNA-44,SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v1,published
MNA-44,SMHI,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,RCA4,v1,published
MNA-44,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp45,r1i1p1,RCA4,v1,published
MNA-44,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,RCA4,v1,published
MNA-44i,SMHI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RCA4,v1,published
MNA-44i,SMHI,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,RCA4,v1,published
MNA-44i,SMHI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RCA4,v1,published
MNA-44i,SMHI,ECMWF-ERAINT,evaluation,r1i1p1,RCA4,v1,published
MNA-44i,SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v1,published
MNA-44i,SMHI,ICHEC-EC-EARTH,rcp26,r12i1p1,RCA4,v1,published
MNA-44i,SMHI,ICHEC-EC-EARTH,rcp45,r12i1p1,RCA4,v1,published
MNA-44i,SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v1,published
MNA-44i,SMHI,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,RCA4,v1,published
MNA-44i,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp45,r1i1p1,RCA4,v1,published
MNA-44i,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,RCA4,v1,published
NAM-11,UQAM,ECMWF-ERAINT,evaluation,r1i1p1,CRCM5,v1,published
NAM-22,CCCma,CCCma-CanESM2,historical,r1i1p1,CanRCM4,r2,published
NAM-22,CCCma,CCCma-CanESM2,rcp45,r1i1p1,CanRCM4,r2,published
NAM-22,CCCma,CCCma-CanESM2,rcp85,r1i1p1,CanRCM4,r2,published
NAM-22,CCCma,ECMWF-ERAINT,evaluation,r1i1p1,CanRCM4,r2,published
NAM-22,GERICS,MOHC-HadGEM2-ES,historical,r1i1p1,REMO2015,v1,published
NAM-22,GERICS,MOHC-HadGEM2-ES,rcp26,r1i1p1,REMO2015,v1,published
NAM-22,GERICS,MOHC-HadGEM2-ES,rcp85,r1i1p1,REMO2015,v1,published
NAM-22,GERICS,MPI-M-MPI-ESM-LR,historical,r1i1p1,REMO2015,v1,published
NAM-22,GERICS,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,REMO2015,v1,published
NAM-22,GERICS,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,REMO2015,v1,published
NAM-22,GERICS,NCC-NorESM1-M,historical,r1i1p1,REMO2015,v1,published
NAM-22,GERICS,NCC-NorESM1-M,rcp26,r1i1p1,REMO2015,v1,published
NAM-22,GERICS,NCC-NorESM1-M,rcp85,r1i1p1,REMO2015,v1,published
NAM-22,ISU,ECMWF-ERAINT,evaluation,r1i1p1,RegCM4,v4-4-rc8,published
NAM-22,ISU,MOHC-HadGEM2-ES,historical,r1i1p1,RegCM4,v4-4-rc8,published
NAM-22,ISU,MOHC-HadGEM2-ES,rcp85,r1i1p1,RegCM4,v4-4-rc8,published
NAM-22,ISU,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,RegCM4,v4-4-rc8,published
NAM-22,ISU,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,RegCM4,v4-4-rc8,published
NAM-22,NCAR,MPI-M-MPI-ESM-LR,historical,r1i1p1,RegCM4,v4-4-rc8,published
NAM-22,NCAR,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RegCM4,v4-4-rc8,published
NAM-22,NCAR,MOHC-HadGEM2-ES,historical,r1i1p1,WRF,v3-5-1,published
NAM-22,NCAR,MOHC-HadGEM2-ES,rcp85,r1i1p1,WRF,v3-5-1,published
NAM-22,NCAR,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,WRF,v3-5-1,published
NAM-22,NCAR,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,WRF,v3-5-1,published
NAM-22,OURANOS,CCCma-CanESM2,historical,r1i1p1,CRCM5,v1,published
NAM-22,OURANOS,CCCma-CanESM2,rcp45,r1i1p1,CRCM5,v1,published
NAM-22,OURANOS,CCCma-CanESM2,rcp85,r1i1p1,CRCM5,v1,published
NAM-22,OURANOS,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CRCM5,v1,published
NAM-22,OURANOS,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,CRCM5,v1,published
NAM-22,OURANOS,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,CRCM5,v1,published
NAM-22,OURANOS,ECMWF-ERAINT,evaluation,r1i1p1,CRCM5,v1,published
NAM-22,OURANOS,MPI-M-MPI-ESM-LR,historical,r1i1p1,CRCM5,v1,published
NAM-22,OURANOS,MPI-M-MPI-ESM-LR,rcp45,r1i1p1,CRCM5,v1,published
NAM-22,OURANOS,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,CRCM5,v1,published
NAM-22,OURANOS,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,CRCM5,v1,published
NAM-22,OURANOS,NOAA-GFDL-GFDL-ESM2M,rcp45,r1i1p1,CRCM5,v1,published
NAM-22,OURANOS,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,CRCM5,v1,published
NAM-22,UA,ECMWF-ERAINT,evaluation,r1i1p1,WRF,v3-5-1,published
NAM-22,UA,MPI-M-MPI-ESM-LR,historical,r1i1p1,WRF,v3-5-1,published
NAM-22,UA,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,WRF,v3-5-1,published
NAM-22,UQAM,CCCma-CanESM2,historical,r1i1p1,CRCM5,v1,published
NAM-22,UQAM,CCCma-CanESM2,rcp85,r1i1p1,CRCM5,v1,published
NAM-22,UQAM,ECMWF-ERAINT,evaluation,r1i1p1,CRCM5,v1,published
NAM-22,UQAM,MPI-M-MPI-ESM-LR,historical,r1i1p1,CRCM5,v1,published
NAM-22,UQAM,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,CRCM5,v1,published
NAM-22,UQAM,MPI-M-MPI-ESM-MR,historical,r1i1p1,CRCM5,v1,published
NAM-22,UQAM,MPI-M-MPI-ESM-MR,rcp85,r1i1p1,CRCM5,v1,published
NAM-44,CCCma,CCCma-CanESM2,historical,r1i1p1,CanRCM4,r2,published
NAM-44,CCCma,CCCma-CanESM2,rcp45,r1i1p1,CanRCM4,r2,published
NAM-44,CCCma,CCCma-CanESM2,rcp85,r1i1p1,CanRCM4,r2,published
NAM-44,CCCma,ECMWF-ERAINT,evaluation,r1i1p1,CanRCM4,r2,published
NAM-44,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,published
NAM-44,DMI,ICHEC-EC-EARTH,historical,r3i1p1,HIRHAM5,v1,published
NAM-44,DMI,ICHEC-EC-EARTH,rcp45,r3i1p1,HIRHAM5,v1,published
NAM-44,DMI,ICHEC-EC-EARTH,rcp85,r3i1p1,HIRHAM5,v1,published
NAM-44,ISU,ECMWF-ERAINT,evaluation,r1i1p1,RegCM4,v4-4-rc8,published
NAM-44,ISU,MOHC-HadGEM2-ES,historical,r1i1p1,RegCM4,v4-4-rc8,published
NAM-44,ISU,MOHC-HadGEM2-ES,rcp85,r1i1p1,RegCM4,v4-4-rc8,published
NAM-44,ISU,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,RegCM4,v4-4-rc8,published
NAM-44,ISU,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,RegCM4,v4-4-rc8,published
NAM-44,MOHC,ECMWF-ERAINT,evaluation,r1i1p1,HadRM3P,v1,published
NAM-44,NCAR,MPI-M-MPI-ESM-LR,historical,r1i1p1,RegCM4,v4-4-rc8,published
NAM-44,NCAR,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RegCM4,v4-4-rc8,published
NAM-44,NCAR,MOHC-HadGEM2-ES,historical,r1i1p1,WRF,v3-5-1,published
NAM-44,NCAR,MOHC-HadGEM2-ES,rcp85,r1i1p1,WRF,v3-5-1,published
NAM-44,NCAR,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,WRF,v3-5-1,published
NAM-44,NCAR,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,WRF,v3-5-1,published
NAM-44,SMHI,CCCma-CanESM2,historical,r1i1p1,RCA4,v1,published
NAM-44,SMHI,CCCma-CanESM2,rcp45,r1i1p1,RCA4,v1,published
NAM-44,SMHI,CCCma-CanESM2,rcp85,r1i1p1,RCA4,v1,published
NAM-44,SMHI,ECMWF-ERAINT,evaluation,r1i1p1,RCA4,v1,published
NAM-44,SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v1,published
NAM-44,SMHI,ICHEC-EC-EARTH,rcp26,r12i1p1,RCA4,v1,published
NAM-44,SMHI,ICHEC-EC-EARTH,rcp45,r12i1p1,RCA4,v1,published
NAM-44,SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v1,published
NAM-44,UA,ECMWF-ERAINT,evaluation,r1i1p1,WRF,v3-5-1,published
NAM-44,UA,MPI-M-MPI-ESM-LR,historical,r1i1p1,WRF,v3-5-1,published
NAM-44,UA,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,WRF,v3-5-1,published
NAM-44,UQAM,CCCma-CanESM2,historical,r1i1p1,CRCM5,v1,published
NAM-44,UQAM,CCCma-CanESM2,rcp45,r1i1p1,CRCM5,v1,published
NAM-44,UQAM,CCCma-CanESM2,rcp85,r1i1p1,CRCM5,v1,published
NAM-44,UQAM,ECMWF-ERAINT,evaluation,r1i1p1,CRCM5,v1,published
NAM-44,UQAM,MPI-M-MPI-ESM-LR,historical,r1i1p1,CRCM5,v1,published
NAM-44,UQAM,MPI-M-MPI-ESM-LR,rcp45,r1i1p1,CRCM5,v1,published
NAM-44,UQAM,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,CRCM5,v1,published
NAM-44,UQAM,MPI-M-MPI-ESM-MR,historical,r1i1p1,CRCM5,v1,published
NAM-44,UQAM,MPI-M-MPI-ESM-MR,rcp85,r1i1p1,CRCM5,v1,published
NAM-44i,MOHC,ECMWF-ERAINT,evaluation,r1i1p1,HadRM3P,v1,published
NAM-44i,SMHI,CCCma-CanESM2,historical,r1i1p1,RCA4,v1,published
NAM-44i,SMHI,CCCma-CanESM2,rcp45,r1i1p1,RCA4,v1,published
NAM-44i,SMHI,CCCma-CanESM2,rcp85,r1i1p1,RCA4,v1,published
NAM-44i,SMHI,ECMWF-ERAINT,evaluation,r1i1p1,RCA4,v1,published
NAM-44i,SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v1,published
NAM-44i,SMHI,ICHEC-EC-EARTH,rcp26,r12i1p1,RCA4,v1,published
NAM-44i,SMHI,ICHEC-EC-EARTH,rcp45,r12i1p1,RCA4,v1,published
NAM-44i,SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v1,published
SAM-20,INPE,CCCma-CanESM2,historical,r1i1p1,Eta,v1,published
SAM-20,INPE,CCCma-CanESM2,rcp45,r1i1p1,Eta,v1,published
SAM-20,INPE,CCCma-CanESM2,rcp85,r1i1p1,Eta,v1,published
SAM-20,INPE,ECMWF-ERAINT,evaluation,r1i1p1,Eta,v1,published
SAM-20,INPE,MIROC-MIROC5,historical,r1i1p1,Eta,v1,published
SAM-20,INPE,MIROC-MIROC5,rcp45,r1i1p1,Eta,v1,published
SAM-20,INPE,MIROC-MIROC5,rcp85,r1i1p1,Eta,v1,published
SAM-20,INPE,MOHC-HadGEM2-ES,historical,r1i1p1,Eta,v1,published
SAM-20,INPE,MOHC-HadGEM2-ES,rcp45,r1i1p1,Eta,v1,published
SAM-20,INPE,MOHC-HadGEM2-ES,rcp85,r1i1p1,Eta,v1,published
SAM-22,GERICS,ECMWF-ERAINT,evaluation,r1i1p1,REMO2015,v1,published
SAM-22,GERICS,MOHC-HadGEM2-ES,historical,r1i1p1,REMO2015,v1,published
SAM-22,GERICS,MOHC-HadGEM2-ES,rcp26,r1i1p1,REMO2015,v1,published
SAM-22,GERICS,MOHC-HadGEM2-ES,rcp85,r1i1p1,REMO2015,v1,published
SAM-22,GERICS,MPI-M-MPI-ESM-LR,historical,r1i1p1,REMO2015,v1,published
SAM-22,GERICS,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,REMO2015,v1,published
SAM-22,GERICS,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,REMO2015,v1,published
SAM-22,GERICS,NCC-NorESM1-M,historical,r1i1p1,REMO2015,v1,published
SAM-22,GERICS,NCC-NorESM1-M,rcp26,r1i1p1,REMO2015,v1,published
SAM-22,GERICS,NCC-NorESM1-M,rcp85,r1i1p1,REMO2015,v1,published
SAM-22,ICTP,ECMWF-ERAINT,evaluation,r1i1p1,RegCM4-7,v0,published
SAM-22,ICTP,MOHC-HadGEM2-ES,historical,r1i1p1,RegCM4-7,v0,published
SAM-22,ICTP,MOHC-HadGEM2-ES,rcp26,r1i1p1,RegCM4-7,v0,published
SAM-22,ICTP,MOHC-HadGEM2-ES,rcp85,r1i1p1,RegCM4-7,v0,published
SAM-22,ICTP,MPI-M-MPI-ESM-MR,historical,r1i1p1,RegCM4-7,v0,published
SAM-22,ICTP,MPI-M-MPI-ESM-MR,rcp26,r1i1p1,RegCM4-7,v0,published
SAM-22,ICTP,MPI-M-MPI-ESM-MR,rcp85,r1i1p1,RegCM4-7,v0,published
SAM-22,ICTP,NCC-NorESM1-M,historical,r1i1p1,RegCM4-7,v0,published
SAM-22,ICTP,NCC-NorESM1-M,rcp26,r1i1p1,RegCM4-7,v0,published
SAM-22,ICTP,NCC-NorESM1-M,rcp85,r1i1p1,RegCM4-7,v0,published
SAM-44,ICTP,ECMWF-ERAINT,evaluation,r1i1p1,RegCM4-3,v4,published
SAM-44,ICTP,MOHC-HadGEM2-ES,historical,r1i1p1,RegCM4-3,v4,published
SAM-44,ICTP,MOHC-HadGEM2-ES,rcp45,r1i1p1,RegCM4-3,v4,published
SAM-44,ICTP,MOHC-HadGEM2-ES,rcp85,r1i1p1,RegCM4-3,v4,published
SAM-44,ICTP,MPI-M-MPI-ESM-MR,historical,r1i1p1,RegCM4-3,v4,published
SAM-44,ICTP,MPI-M-MPI-ESM-MR,rcp85,r1i1p1,RegCM4-3,v4,published
SAM-44,ICTP,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,RegCM4-3,v4,published
SAM-44,ICTP,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,RegCM4-3,v4,published
SAM-44,MOHC,ECMWF-ERAINT,evaluation,r1i1p1,HadRM3P,v1,published
SAM-44,MPI-CSC,ECMWF-ERAINT,evaluation,r1i1p1,REMO2009,v1,published
SAM-44,MPI-CSC,MPI-M-MPI-ESM-LR,historical,r1i1p1,REMO2009,v1,published
SAM-44,MPI-CSC,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,REMO2009,v1,published
SAM-44,MPI-CSC,MPI-M-MPI-ESM-LR,rcp45,r1i1p1,REMO2009,v1,published
SAM-44,MPI-CSC,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,REMO2009,v1,published
SAM-44,SMHI,CCCma-CanESM2,historical,r1i1p1,RCA4,v3,published
SAM-44,SMHI,CCCma-CanESM2,rcp45,r1i1p1,RCA4,v3,published
SAM-44,SMHI,CCCma-CanESM2,rcp85,r1i1p1,RCA4,v3,published
SAM-44,SMHI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RCA4,v3,published
SAM-44,SMHI,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,RCA4,v3,published
SAM-44,SMHI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RCA4,v3,published
SAM-44,SMHI,CSIRO-QCCCE-CSIRO-Mk3-6-0,historical,r1i1p1,RCA4,v3,published
SAM-44,SMHI,CSIRO-QCCCE-CSIRO-Mk3-6-0,rcp45,r1i1p1,RCA4,v3,published
SAM-44,SMHI,CSIRO-QCCCE-CSIRO-Mk3-6-0,rcp85,r1i1p1,RCA4,v3,published
SAM-44,SMHI,ECMWF-ERAINT,evaluation,r1i1p1,RCA4,v3,published
SAM-44,SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v3,published
SAM-44,SMHI,ICHEC-EC-EARTH,rcp26,r12i1p1,RCA4,v3,published
SAM-44,SMHI,ICHEC-EC-EARTH,rcp45,r12i1p1,RCA4,v3,published
SAM-44,SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v3,published
SAM-44,SMHI,IPSL-IPSL-CM5A-MR,historical,r1i1p1,RCA4,v3,published
SAM-44,SMHI,IPSL-IPSL-CM5A-MR,rcp45,r1i1p1,RCA4,v3,published
SAM-44,SMHI,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,RCA4,v3,published
SAM-44,SMHI,MIROC-MIROC5,historical,r1i1p1,RCA4,v3,published
SAM-44,SMHI,MIROC-MIROC5,rcp26,r1i1p1,RCA4,v3,published
SAM-44,SMHI,MIROC-MIROC5,rcp45,r1i1p1,RCA4,v3,published
SAM-44,SMHI,MIROC-MIROC5,rcp85,r1i1p1,RCA4,v3,published
SAM-44,SMHI,MOHC-HadGEM2-ES,historical,r1i1p1,RCA4,v3,published
SAM-44,SMHI,MOHC-HadGEM2-ES,rcp26,r1i1p1,RCA4,v3,published
SAM-44,SMHI,MOHC-HadGEM2-ES,rcp45,r1i1p1,RCA4,v3,published
SAM-44,SMHI,MOHC-HadGEM2-ES,rcp85,r1i1p1,RCA4,v3,published
SAM-44,SMHI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RCA4,v3,published
SAM-44,SMHI,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,RCA4,v3,published
SAM-44,SMHI,MPI-M-MPI-ESM-LR,rcp45,r1i1p1,RCA4,v3,published
SAM-44,SMHI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RCA4,v3,published
SAM-44,SMHI,NCC-NorESM1-M,historical,r1i1p1,RCA4,v3,published
SAM-44,SMHI,NCC-NorESM1-M,rcp26,r1i1p1,RCA4,v3,published
SAM-44,SMHI,NCC-NorESM1-M,rcp45,r1i1p1,RCA4,v3,published
SAM-44,SMHI,NCC-NorESM1-M,rcp85,r1i1p1,RCA4,v3,published
SAM-44,SMHI,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,RCA4,v3,published
SAM-44,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp45,r1i1p1,RCA4,v3,published
SAM-44,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,RCA4,v3,published
SAM-44,UCAN,ECMWF-ERAINT,evaluation,r1i1p1,WRF341I,v1,published
SAM-44,UCAN,CCCma-CanESM2,historical,r1i1p1,WRF341I,v2,published
SAM-44,UCAN,CCCma-CanESM2,rcp45,r1i1p1,WRF341I,v2,published
SAM-44,UCAN,CCCma-CanESM2,rcp85,r1i1p1,WRF341I,v2,published
SAM-44i,MOHC,ECMWF-ERAINT,evaluation,r1i1p1,HadRM3P,v1,published
SAM-44i,SMHI,CCCma-CanESM2,historical,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,CCCma-CanESM2,rcp45,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,CCCma-CanESM2,rcp85,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,CSIRO-QCCCE-CSIRO-Mk3-6-0,historical,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,CSIRO-QCCCE-CSIRO-Mk3-6-0,rcp45,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,CSIRO-QCCCE-CSIRO-Mk3-6-0,rcp85,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,ECMWF-ERAINT,evaluation,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v3,published
SAM-44i,SMHI,ICHEC-EC-EARTH,rcp26,r12i1p1,RCA4,v3,published
SAM-44i,SMHI,ICHEC-EC-EARTH,rcp45,r12i1p1,RCA4,v3,published
SAM-44i,SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v3,published
SAM-44i,SMHI,IPSL-IPSL-CM5A-MR,historical,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,IPSL-IPSL-CM5A-MR,rcp45,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,MIROC-MIROC5,historical,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,MIROC-MIROC5,rcp26,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,MIROC-MIROC5,rcp45,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,MIROC-MIROC5,rcp85,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,MOHC-HadGEM2-ES,historical,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,MOHC-HadGEM2-ES,rcp26,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,MOHC-HadGEM2-ES,rcp45,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,MOHC-HadGEM2-ES,rcp85,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,MPI-M-MPI-ESM-LR,rcp45,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,NCC-NorESM1-M,historical,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,NCC-NorESM1-M,rcp26,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,NCC-NorESM1-M,rcp45,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,NCC-NorESM1-M,rcp85,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp45,r1i1p1,RCA4,v3,published
SAM-44i,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,RCA4,v3,published
SEA-22,GERICS,ECMWF-ERAINT,evaluation,r1i1p1,REMO2015,v1,published
SEA-22,GERICS,MOHC-HadGEM2-ES,historical,r1i1p1,REMO2015,v1,published
SEA-22,GERICS,MOHC-HadGEM2-ES,rcp26,r1i1p1,REMO2015,v1,published
SEA-22,GERICS,MOHC-HadGEM2-ES,rcp85,r1i1p1,REMO2015,v1,published
SEA-22,GERICS,MPI-M-MPI-ESM-LR,historical,r1i1p1,REMO2015,v1,published
SEA-22,GERICS,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,REMO2015,v1,published
SEA-22,GERICS,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,REMO2015,v1,published
SEA-22,GERICS,NCC-NorESM1-M,historical,r1i1p1,REMO2015,v1,published
SEA-22,GERICS,NCC-NorESM1-M,rcp26,r1i1p1,REMO2015,v1,published
SEA-22,GERICS,NCC-NorESM1-M,rcp85,r1i1p1,REMO2015,v1,published
SEA-22,ICTP,ECMWF-ERAINT,evaluation,r1i1p1,RegCM4-7,v0,published
SEA-22,ICTP,MOHC-HadGEM2-ES,historical,r1i1p1,RegCM4-7,v0,published
SEA-22,ICTP,MOHC-HadGEM2-ES,rcp26,r1i1p1,RegCM4-7,v0,published
SEA-22,ICTP,MOHC-HadGEM2-ES,rcp85,r1i1p1,RegCM4-7,v0,published
SEA-22,ICTP,MPI-M-MPI-ESM-MR,historical,r1i1p1,RegCM4-7,v0,published
