domain,institution,driving_model,experiment,ensemble,model,model_version,status
EUR-11,ICTP,NCC-NorESM1-M,historical,r1i1p1,RegCM4-6,v1,published
EUR-11,ICTP,NCC-NorESM1-M,rcp26,r1i1p1,RegCM4-6,v1,published
EUR-11,ICTP,NCC-NorESM1-M,rcp85,r1i1p1,RegCM4-6,v1,published
EUR-11,ICTP,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RegCM4-6,v2,published
EUR-11,ICTP,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RegCM4-6,v2,published
EUR-11,IPSL,ECMWF-ERAINT,evaluation,r1i1p1,WRF381P,v1,published
EUR-11,IPSL,ICHEC-EC-EARTH,historical,r12i1p1,WRF381P,v1,published
EUR-11,IPSL,ICHEC-EC-EARTH,rcp85,r12i1p1,WRF381P,v1,published
EUR-11,IPSL,IPSL-IPSL-CM5A-MR,historical,r1i1p1,WRF381P,v1,published
EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp45,r1i1p1,WRF381P,v1,published
EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,WRF381P,v1,published
EUR-11,IPSL,MOHC-HadGEM2-ES,historical,r1i1p1,WRF381P,v1,published
EUR-11,IPSL,MOHC-HadGEM2-ES,rcp85,r1i1p1,WRF381P,v1,published
EUR-11,IPSL,MPI-M-MPI-ESM-LR,historical,r1i1p1,WRF381P,v1,published
EUR-11,IPSL,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,WRF381P,v1,published
EUR-11,IPSL,NCC-NorESM1-M,historical,r1i1p1,WRF381P,v1,published
EUR-11,IPSL,NCC-NorESM1-M,rcp85,r1i1p1,WRF381P,v1,published
EUR-11,IPSL,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,WRF381P,v2,published
EUR-11,IPSL,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,WRF381P,v2,published
EUR-11,KNMI,ECMWF-ERAINT,evaluation,r1i1p1,RACMO22E,v1,published
EUR-11,KNMI,ICHEC-EC-EARTH,historical,r12i1p1,RACMO22E,v1,published
EUR-11,KNMI,ICHEC-EC-EARTH,rcp26,r12i1p1,RACMO22E,v1,published
EUR-11,KNMI,ICHEC-EC-EARTH,rcp45,r12i1p1,RACMO22E,v1,published
EUR-11,KNMI,ICHEC-EC-EARTH,rcp85,r12i1p1,RACMO22E,v1,published
EUR-11,KNMI,ICHEC-EC-EARTH,historical,r1i1p1,RACMO22E,v1,published
EUR-11,KNMI,ICHEC-EC-EARTH,rcp45,r1i1p1,RACMO22E,v1,published
EUR-11,KNMI,ICHEC-EC-EARTH,rcp85,r1i1p1,RACMO22E,v1,published
EUR-11,KNMI,ICHEC-EC-EARTH,historical,r3i1p1,RACMO22E,v1,published
EUR-11,KNMI,ICHEC-EC-EARTH,rcp85,r3i1p1,RACMO22E,v1,published
EUR-11,KNMI,IPSL-IPSL-CM5A-MR,historical,r1i1p1,RACMO22E,v1,published
EUR-11,KNMI,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,RACMO22E,v1,published
EUR-11,KNMI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RACMO22E,v1,published
EUR-11,KNMI,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,RACMO22E,v1,published
EUR-11,KNMI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RACMO22E,v1,published
EUR-11,KNMI,NCC-NorESM1-M,historical,r1i1p1,RACMO22E,v1,published
EUR-11,KNMI,NCC-NorESM1-M,rcp26,r1i1p1,RACMO22E,v1,published
EUR-11,KNMI,NCC-NorESM1-M,rcp85,r1i1p1,RACMO22E,v1,published
EUR-11,KNMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RACMO22E,v2,published
EUR-11,KNMI,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,RACMO22E,v2,published
EUR-11,KNMI,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,RACMO22E,v2,published
EUR-11,KNMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RACMO22E,v2,published
EUR-11,KNMI,MOHC-HadGEM2-ES,historical,r1i1p1,RACMO22E,v2,published
EUR-11,KNMI,MOHC-HadGEM2-ES,rcp26,r1i1p1,RACMO22E,v2,published
EUR-11,KNMI,MOHC-HadGEM2-ES,rcp45,r1i1p1,RACMO22E,v2,published
EUR-11,KNMI,MOHC-HadGEM2-ES,rcp85,r1i1p1,RACMO22E,v2,published
EUR-11,MOHC,ECMWF-ERAINT,evaluation,r1i1p1,HadREM3-GA7-05,v1,published
EUR-11,MOHC,ICHEC-EC-EARTH,historical,r12i1p1,HadREM3-GA7-05,v1,published
EUR-11,MOHC,ICHEC-EC-EARTH,rcp26,r12i1p1,HadREM3-GA7-05,v1,published
EUR-11,MOHC,ICHEC-EC-EARTH,rcp85,r12i1p1,HadREM3-GA7-05,v1,published
EUR-11,MOHC,MOHC-HadGEM2-ES,historical,r1i1p1,HadREM3-GA7-05,v1,published
EUR-11,MOHC,MOHC-HadGEM2-ES,rcp26,r1i1p1,HadREM3-GA7-05,v1,published
EUR-11,MOHC,MOHC-HadGEM2-ES,rcp85,r1i1p1,HadREM3-GA7-05,v1,published
EUR-11,MOHC,MPI-M-MPI-ESM-LR,historical,r1i1p1,HadREM3-GA7-05,v1,published
EUR-11,MOHC,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,HadREM3-GA7-05,v1,published
EUR-11,MOHC,NCC-NorESM1-M,historical,r1i1p1,HadREM3-GA7-05,v1,published
EUR-11,MOHC,NCC-NorESM1-M,rcp85,r1i1p1,HadREM3-GA7-05,v1,published
EUR-11,MOHC,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,HadREM3-GA7-05,v2,published
EUR-11,MOHC,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,HadREM3-GA7-05,v2,published
EUR-11,MPI-CSC,ECMWF-ERAINT,evaluation,r1i1p1,REMO2009,v1,published
EUR-11,MPI-CSC,MPI-M-MPI-ESM-LR,historical,r1i1p1,REMO2009,v1,published
EUR-11,MPI-CSC,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,REMO2009,v1,published
EUR-11,MPI-CSC,MPI-M-MPI-ESM-LR,rcp45,r1i1p1,REMO2009,v1,published
EUR-11,MPI-CSC,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,REMO2009,v1,published
EUR-11,MPI-CSC,MPI-M-MPI-ESM-LR,historical,r2i1p1,REMO2009,v1,published
EUR-11,MPI-CSC,MPI-M-MPI-ESM-LR,rcp26,r2i1p1,REMO2009,v1,published
EUR-11,MPI-CSC,MPI-M-MPI-ESM-LR,rcp45,r2i1p1,REMO2009,v1,published
EUR-11,MPI-CSC,MPI-M-MPI-ESM-LR,rcp85,r2i1p1,REMO2009,v1,published
EUR-11,RMIB-UGent,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALARO-0,v1,published
EUR-11,RMIB-UGent,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,ALARO-0,v1,published
EUR-11,RMIB-UGent,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALARO-0,v1,published
EUR-11,RMIB-UGent,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALARO-0,v1,published
EUR-11,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,published
EUR-11,SMHI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RCA4,v1,published
EUR-11,SMHI,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,RCA4,v1,published
EUR-11,SMHI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RCA4,v1,published
EUR-11,SMHI,ECMWF-ERAINT,evaluation,r1i1p1,RCA4,v1,published
EUR-11,SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v1,published
EUR-11,SMHI,ICHEC-EC-EARTH,rcp26,r12i1p1,RCA4,v1,published
EUR-11,SMHI,ICHEC-EC-EARTH,rcp45,r12i1p1,RCA4,v1,published
EUR-11,SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v1,published
EUR-11,SMHI,ICHEC-EC-EARTH,historical,r1i1p1,RCA4,v1,published
EUR-11,SMHI,ICHEC-EC-EARTH,rcp85,r1i1p1,RCA4,v1,published
EUR-11,SMHI,ICHEC-EC-EARTH,historical,r3i1p1,RCA4,v1,published
EUR-11,SMHI,ICHEC-EC-EARTH,rcp85,r3i1p1,RCA4,v1,published
EUR-11,SMHI,IPSL-IPSL-CM5A-MR,historical,r1i1p1,RCA4,v1,published
EUR-11,SMHI,IPSL-IPSL-CM5A-MR,rcp45,r1i1p1,RCA4,v1,published
EUR-11,SMHI,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,RCA4,v1,published
EUR-11,SMHI,MOHC-HadGEM2-ES,historical,r1i1p1,RCA4,v1,published
EUR-11,SMHI,MOHC-HadGEM2-ES,rcp26,r1i1p1,RCA4,v1,published
EUR-11,SMHI,MOHC-HadGEM2-ES,rcp45,r1i1p1,RCA4,v1,published
EUR-11,SMHI,MOHC-HadGEM2-ES,rcp85,r1i1p1,RCA4,v1,published
EUR-11,SMHI,MPI-M-MPI-ESM-LR,historical,r2i1p1,RCA4,v1,published
EUR-11,SMHI,MPI-M-MPI-ESM-LR,rcp85,r2i1p1,RCA4,v1,published
EUR-11,SMHI,MPI-M-MPI-ESM-LR,historical,r3i1p1,RCA4,v1,published
EUR-11,SMHI,MPI-M-MPI-ESM-LR,rcp85,r3i1p1,RCA4,v1,published
EUR-11,SMHI,NCC-NorESM1-M,historical,r1i1p1,RCA4,v1,published
EUR-11,SMHI,NCC-NorESM1-M,rcp26,r1i1p1,RCA4,v1,published
EUR-11,SMHI,NCC-NorESM1-M,rcp45,r1i1p1,RCA4,v1,published
EUR-11,SMHI,NCC-NorESM1-M,rcp85,r1i1p1,RCA4,v1,published
EUR-11,SMHI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RCA4,v1a,published
EUR-11,SMHI,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,RCA4,v1a,published
EUR-11,SMHI,MPI-M-MPI-ESM-LR,rcp45,r1i1p1,RCA4,v1a,published
EUR-11,SMHI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RCA4,v1a,published
EUR-11,UHOH,ICHEC-EC-EARTH,historical,r12i1p1,WRF361H,v1,published
EUR-11,UHOH,ICHEC-EC-EARTH,rcp85,r12i1p1,WRF361H,v1,published
EUR-11,UHOH,MOHC-HadGEM2-ES,historical,r1i1p1,WRF361H,v1,published
EUR-11,UHOH,MOHC-HadGEM2-ES,rcp85,r1i1p1,WRF361H,v1,published
EUR-11,UHOH,MPI-M-MPI-ESM-LR,historical,r1i1p1,WRF361H,v1,published
EUR-11,UHOH,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,WRF361H,v1,published
EUR-11,UHOH,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,WRF361H,v1,published
EUR-11i,DHMZ,ECMWF-ERAINT,evaluation,r1i1p1,RegCM4-2,v1,published
EUR-11i,SMHI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RCA4,v1,published
EUR-11i,SMHI,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,RCA4,v1,published
EUR-11i,SMHI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RCA4,v1,published
EUR-11i,SMHI,ECMWF-ERAINT,evaluation,r1i1p1,RCA4,v1,published
EUR-11i,SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v1,published
EUR-11i,SMHI,ICHEC-EC-EARTH,rcp26,r12i1p1,RCA4,v1,published
EUR-11i,SMHI,ICHEC-EC-EARTH,rcp45,r12i1p1,RCA4,v1,published
EUR-11i,SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v1,published
EUR-11i,SMHI,IPSL-IPSL-CM5A-MR,historical,r1i1p1,RCA4,v1,published
EUR-11i,SMHI,IPSL-IPSL-CM5A-MR,rcp45,r1i1p1,RCA4,v1,published
EUR-11i,SMHI,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,RCA4,v1,published
EUR-11i,SMHI,MOHC-HadGEM2-ES,historical,r1i1p1,RCA4,v1,published
EUR-11i,SMHI,MOHC-HadGEM2-ES,rcp26,r1i1p1,RCA4,v1,published
EUR-11i,SMHI,MOHC-HadGEM2-ES,rcp45,r1i1p1,RCA4,v1,published
EUR-11i,SMHI,MOHC-HadGEM2-ES,rcp85,r1i1p1,RCA4,v1,published
EUR-11i,SMHI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RCA4,v1a,published
EUR-11i,SMHI,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,RCA4,v1a,published
EUR-11i,SMHI,MPI-M-MPI-ESM-LR,rcp45,r1i1p1,RCA4,v1a,published
EUR-11i,SMHI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RCA4,v1a,published
EUR-22,GERICS,ECMWF-ERAINT,evaluation,r1i1p1,REMO2015,v1,published
EUR-22,GERICS,MOHC-HadGEM2-ES,historical,r1i1p1,REMO2015,v1,published
EUR-22,GERICS,MOHC-HadGEM2-ES,rcp26,r1i1p1,REMO2015,v1,published
EUR-22,GERICS,MOHC-HadGEM2-ES,rcp85,r1i1p1,REMO2015,v1,published
EUR-22,GERICS,MPI-M-MPI-ESM-LR,historical,r1i1p1,REMO2015,v1,published
EUR-22,GERICS,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,REMO2015,v1,published
EUR-22,GERICS,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,REMO2015,v1,published
EUR-22,GERICS,NCC-NorESM1-M,historical,r1i1p1,REMO2015,v1,published
EUR-22,GERICS,NCC-NorESM1-M,rcp26,r1i1p1,REMO2015,v1,published
EUR-22,GERICS,NCC-NorESM1-M,rcp85,r1i1p1,REMO2015,v1,published
EUR-22,UCAN,ECMWF-ERAINT,evaluation,r1i1p1,WRF331G,v02,published
EUR-44,CLMcom,ECMWF-ERAINT,evaluation,r1i1p1,CCLM4-8-17,v1,published
EUR-44,CLMcom,MPI-M-MPI-ESM-LR,historical,r1i1p1,CCLM4-8-17,v1,published
EUR-44,CLMcom,MPI-M-MPI-ESM-LR,rcp45,r1i1p1,CCLM4-8-17,v1,published
EUR-44,CLMcom,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,CCLM4-8-17,v1,published
EUR-44,CNRM,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN53,v1,published
EUR-44,CNRM,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALADIN53,v1,published
EUR-44,CNRM,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALADIN53,v1,published
EUR-44,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,ALADIN53,v1,published
EUR-44,DMI,ECMWF-ERAINT,evaluation,r1i1p1,HIRHAM5,v1,published
EUR-44,DMI,ICHEC-EC-EARTH,historical,r3i1p1,HIRHAM5,v1,published
EUR-44,DMI,ICHEC-EC-EARTH,rcp45,r3i1p1,HIRHAM5,v1,published
EUR-44,DMI,ICHEC-EC-EARTH,rcp85,r3i1p1,HIRHAM5,v1,published
EUR-44,ETH,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM5-0-6,v1,published
EUR-44,ETH,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,CCLM5-0-6,v1,published
EUR-44,ETH,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5-0-6,v1,published
EUR-44,ETH,ICHEC-EC-EARTH,historical,r12i1p1,CCLM5-0-6,v1,published
EUR-44,ETH,ICHEC-EC-EARTH,rcp85,r12i1p1,CCLM5-0-6,v1,published
EUR-44,ETH,MIROC-MIROC5,historical,r1i1p1,CCLM5-0-6,v1,published
EUR-44,ETH,MIROC-MIROC5,rcp85,r1i1p1,CCLM5-0-6,v1,published
EUR-44,ETH,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-6,v1,published
EUR-44,ETH,MOHC-HadGEM2-ES,rcp85,r1i1p1,CCLM5-0-6,v1,published
EUR-44,ETH,MPI-M-MPI-ESM-LR,historical,r1i1p1,CCLM5-0-6,v1,published
EUR-44,ETH,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,CCLM5-0-6,v1,published
EUR-44,HMS,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN52,v1,published
EUR-44,HMS,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALADIN52,v1,published
EUR-44,HMS,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALADIN52,v1,published
EUR-44,HMS,ECMWF-ERAINT,evaluation,r1i1p1,ALADIN52,v1,published
EUR-44,IPSL-INERIS,ECMWF-ERAINT,evaluation,r1i1p1,WRF331F,v1,published
EUR-44,IPSL-INERIS,IPSL-IPSL-CM5A-MR,historical,r1i1p1,WRF331F,v1,published
EUR-44,IPSL-INERIS,IPSL-IPSL-CM5A-MR,rcp45,r1i1p1,WRF331F,v1,published
EUR-44,IPSL-INERIS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,WRF331F,v1,published
EUR-44,KNMI,ECMWF-ERAINT,evaluation,r1i1p1,RACMO22E,v1,published
EUR-44,KNMI,ICHEC-EC-EARTH,historical,r12i1p1,RACMO22E,v1,published
EUR-44,KNMI,ICHEC-EC-EARTH,rcp26,r12i1p1,RACMO22E,v1,published
EUR-44,KNMI,ICHEC-EC-EARTH,historical,r1i1p1,RACMO22E,v1,published
EUR-44,KNMI,ICHEC-EC-EARTH,rcp45,r1i1p1,RACMO22E,v1,published
EUR-44,KNMI,ICHEC-EC-EARTH,rcp85,r1i1p1,RACMO22E,v1,published
EUR-44,KNMI,MOHC-HadGEM2-ES,historical,r1i1p1,RACMO22E,v2,published
EUR-44,KNMI,MOHC-HadGEM2-ES,rcp26,r1i1p1,RACMO22E,v2,published
EUR-44,KNMI,MOHC-HadGEM2-ES,rcp45,r1i1p1,RACMO22E,v2,published
EUR-44,KNMI,MOHC-HadGEM2-ES,rcp85,r1i1p1,RACMO22E,v2,published
EUR-44,MOHC,ECMWF-ERAINT,evaluation,r1i1p1,HadGEM3-RA,v1,published
EUR-44,MOHC,ECMWF-ERAINT,evaluation,r1i1p1,HadRM3P,v1,published
EUR-44,MPI-CSC,ECMWF-ERAINT,evaluation,r1i1p1,REMO2009,v1,published
EUR-44,MPI-CSC,MPI-M-MPI-ESM-LR,historical,r1i1p1,REMO2009,v1,published
EUR-44,MPI-CSC,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,REMO2009,v1,published
EUR-44,MPI-CSC,MPI-M-MPI-ESM-LR,rcp45,r1i1p1,REMO2009,v1,published
EUR-44,MPI-CSC,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,REMO2009,v1,published
EUR-44,MPI-CSC,MPI-M-MPI-ESM-LR,historical,r2i1p1,REMO2009,v1,published
EUR-44,MPI-CSC,MPI-M-MPI-ESM-LR,rcp26,r2i1p1,REMO2009,v1,published
EUR-44,MPI-CSC,MPI-M-MPI-ESM-LR,rcp45,r2i1p1,REMO2009,v1,published
EUR-44,MPI-CSC,MPI-M-MPI-ESM-LR,rcp85,r2i1p1,REMO2009,v1,published
EUR-44,NUIM,ECMWF-ERAINT,evaluation,r1i1p1,WRF341E,v1,published
EUR-44,NUIM,ICHEC-EC-EARTH,rcp26,r12i1p1,WRF341E,v1,published
EUR-44,NUIM,ICHEC-EC-EARTH,historical,r1i1p1,WRF341E,v1,published
EUR-44,NUIM,ICHEC-EC-EARTH,rcp85,r1i1p1,WRF341E,v1,published
EUR-44,RMIB-UGent,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALARO-0,v1,published
EUR-44,RMIB-UGent,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,ALARO-0,v1,published
EUR-44,RMIB-UGent,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALARO-0,v1,published
EUR-44,RMIB-UGent,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALARO-0,v1,published
EUR-44,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,published
EUR-44,SMHI,CCCma-CanESM2,historical,r1i1p1,RCA4,v1,published
EUR-44,SMHI,CCCma-CanESM2,rcp45,r1i1p1,RCA4,v1,published
EUR-44,SMHI,CCCma-CanESM2,rcp85,r1i1p1,RCA4,v1,published
EUR-44,SMHI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RCA4,v1,published
EUR-44,SMHI,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,RCA4,v1,published
EUR-44,SMHI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RCA4,v1,published
EUR-44,SMHI,CSIRO-QCCCE-CSIRO-Mk3-6-0,historical,r1i1p1,RCA4,v1,published
EUR-44,SMHI,CSIRO-QCCCE-CSIRO-Mk3-6-0,rcp45,r1i1p1,RCA4,v1,published
EUR-44,SMHI,CSIRO-QCCCE-CSIRO-Mk3-6-0,rcp85,r1i1p1,RCA4,v1,published
EUR-44,SMHI,ECMWF-ERAINT,evaluation,r1i1p1,RCA4,v1,published
EUR-44,SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v1,published
EUR-44,SMHI,ICHEC-EC-EARTH,rcp26,r12i1p1,RCA4,v1,published
EUR-44,SMHI,ICHEC-EC-EARTH,rcp45,r12i1p1,RCA4,v1,published
EUR-44,SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v1,published
EUR-44,SMHI,IPSL-IPSL-CM5A-MR,historical,r1i1p1,RCA4,v1,published
EUR-44,SMHI,IPSL-IPSL-CM5A-MR,rcp45,r1i1p1,RCA4,v1,published
EUR-44,SMHI,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,RCA4,v1,published
EUR-44,SMHI,MIROC-MIROC5,historical,r1i1p1,RCA4,v1,published
EUR-44,SMHI,MIROC-MIROC5,rcp26,r1i1p1,RCA4,v1,published
EUR-44,SMHI,MIROC-MIROC5,rcp45,r1i1p1,RCA4,v1,published
EUR-44,SMHI,MIROC-MIROC5,rcp85,r1i1p1,RCA4,v1,published
EUR-44,SMHI,MOHC-HadGEM2-ES,historical,r1i1p1,RCA4,v1,published
EUR-44,SMHI,MOHC-HadGEM2-ES,rcp26,r1i1p1,RCA4,v1,published
EUR-44,SMHI,MOHC-HadGEM2-ES,rcp45,r1i1p1,RCA4,v1,published
EUR-44,SMHI,MOHC-HadGEM2-ES,rcp85,r1i1p1,RCA4,v1,published
EUR-44,SMHI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RCA4,v1,published
EUR-44,SMHI,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,RCA4,v1,published
EUR-44,SMHI,MPI-M-MPI-ESM-LR,rcp45,r1i1p1,RCA4,v1,published
EUR-44,SMHI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RCA4,v1,published
EUR-44,SMHI,NCC-NorESM1-M,historical,r1i1p1,RCA4,v1,published
EUR-44,SMHI,NCC-NorESM1-M,rcp26,r1i1p1,RCA4,v1,published
EUR-44,SMHI,NCC-NorESM1-M,rcp45,r1i1p1,RCA4,v1,published
EUR-44,SMHI,NCC-NorESM1-M,rcp85,r1i1p1,RCA4,v1,published
EUR-44,SMHI,NOAA-GFDL-GFDL-ESM2M,historical,r1i1p1,RCA4,v1,published
EUR-44,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp45,r1i1p1,RCA4,v1,published
EUR-44,SMHI,NOAA-GFDL-GFDL-ESM2M,rcp85,r1i1p1,RCA4,v1,published
EUR-44,UCAN,ECMWF-ERAINT,evaluation,r1i1p1,WRF331G,v01,published
EUR-44,UCAN,ECMWF-ERAINT,evaluation,r1i1p1,WRF341I,v1,published
EUR-44,UCAN,CCCma-CanESM2,historical,r1i1p1,WRF341I,v2,published
EUR-44,UCAN,CCCma-CanESM2,rcp45,r1i1p1,WRF341I,v2,published
EUR-44i,HMS,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN52,v1,published
EUR-44i,HMS,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALADIN52,v1,published
EUR-44i,HMS,ECMWF-ERAINT,evaluation,r1i1p1,ALADIN52,v1,published
EUR-44i,KNMI,ECMWF-ERAINT,evaluation,r1i1p1,RACMO22E,v1,published
EUR-44i,KNMI,ICHEC-EC-EARTH,historical,r1i1p1,RACMO22E,v1,published
EUR-44i,KNMI,ICHEC-EC-EARTH,rcp45,r1i1p1,RACMO22E,v1,published
EUR-44i,KNMI,ICHEC-EC-EARTH,rcp85,r1i1p1,RACMO22E,v1,published
EUR-44i,MOHC,ECMWF-ERAINT,evaluation,r1i1p1,HadRM3P,v1,published
EUR-44i,SMHI,CCCma-CanESM2,historical,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,CCCma-CanESM2,rcp45,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,CCCma-CanESM2,rcp85,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,CSIRO-QCCCE-CSIRO-Mk3-6-0,historical,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,CSIRO-QCCCE-CSIRO-Mk3-6-0,rcp45,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,CSIRO-QCCCE-CSIRO-Mk3-6-0,rcp85,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,ECMWF-ERAINT,evaluation,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v1,published
EUR-44i,SMHI,ICHEC-EC-EARTH,rcp26,r12i1p1,RCA4,v1,published
EUR-44i,SMHI,ICHEC-EC-EARTH,rcp45,r12i1p1,RCA4,v1,published
EUR-44i,SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v1,published
EUR-44i,SMHI,IPSL-IPSL-CM5A-MR,historical,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,IPSL-IPSL-CM5A-MR,rcp45,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,MIROC-MIROC5,historical,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,MIROC-MIROC5,rcp26,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,MIROC-MIROC5,rcp45,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,MIROC-MIROC5,rcp85,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,MOHC-HadGEM2-ES,historical,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,MOHC-HadGEM2-ES,rcp26,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,MOHC-HadGEM2-ES,rcp45,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,MOHC-HadGEM2-ES,rcp85,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,MPI-M-MPI-ESM-LR,rcp26,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,MPI-M-MPI-ESM-LR,rcp45,r1i1p1,RCA4,v1,published
EUR-44i,SMHI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RCA4,v1,published
